"","id","created_time","snippet","headline","news_desk","company_name"
"79",9,"2009-07-03T13:59:53+0000","Plenty of N.H.L.'ers still out there for the taking -- at the right price.","Free Agents Still Available on Day 3 [updated]","None","3M"
"80",10,"2009-04-01T14:27:19+0000","Workers at the Grenoble plant released the managers after President Nicolas Sarkozy said he would meet with union members who are disputing severance packages.","Standoff Ends at Caterpillar Plant in France","Business","3M"
"81",1,"2009-01-31T19:10:36+0000","Internet users around the world complained about an interruption in search results Saturday morning.","Google Glitch Briefly Disrupts Searches","None","3M"
"82",2,"2009-01-31T19:10:36+0000","","Google Glitch Briefly Disrupts World’s Search","","3M"
"83",3,"2009-10-22T14:12:14+0000","Stocks fluctuated as investors sorted through a disappointing reading on the labor market and more earnings reports.","Trading Gains on Profits Despite Job Loss Reports","Business","3M"
"84",4,"2009-10-28T19:21:58+0000","Several recently published books may help entrepreneurs cope with tough times.","Helpful Hints From the Printed Page","Business","3M"
"85",5,"2009-12-09T08:53:44+0000","Investors from Asia to Europe to Wall Street sent shares lower on Tuesday, distressed by signs of weakness in the global recovery amid talk of credit worries in Dubai and Greece.","Weakness of Recovery Unsettles Investors","Business","3M"
"86",6,"2009-12-08T13:09:56+0000","With little in the way of guidance this week, traders are trying to determine the course of the economy while also preparing for the end of the year.","Weakness of Recovery Unsettles Investors","Business","3M"
"87",7,"2009-04-30T00:44:35+0000","You can make smarter use of your closet space without spending a hefty sum on a custom installer if you’re willing to do a certain amount of organizing and planning.","Stretching Out Closet Space","Home","3M"
"88",8,"2009-04-02T05:00:00+0000","French labor experts say they expect actions like the one at a Caterpillar plant to be repeated as anxiety grows over the worsening labor market.","Angry French Workers Take Their Bosses Hostage","Business / Global Business","3M"
"89",9,"2009-07-23T13:26:14+0000","A report showing that sales of existing homes rose 3.6 percent in June and a flurry of positive earnings reports fueled the surge.","Dow Closes Over 9,000; First Time Since January","Business","3M"
"90",10,"2009-04-02T19:03:38+0000","French labor experts say they expect actions like the one at a Caterpillar plant to be repeated as anxiety grows over the worsening labor market.","Angry French Workers Take Their Bosses Hostage","Business","3M"
"91",1,"2009-08-21T13:44:57+0000","Shares jumped after a report showed existing home sales rose more than expected in July.","Home Sales Lift Markets to Highest Close of ’09","Business","3M"
"92",2,"2009-04-29T23:40:29+0000","By using cleaner materials and processes, a small foundry sharply reduces waste and its environmental impact.","No Grit and No Noxious Fumes in This Foundry","SpecialSections","3M"
"93",3,"2009-04-12T05:00:00+0000","The glass Heinz Tomato Ketchup bottle may break the golden rule of good design, but it still has millions of admirers.","An Icon, Despite Itself","Fashion & Style","3M"
"94",4,"2009-04-12T05:00:00+0000","The glass Heinz Tomato Ketchup bottle may break the golden rule of good design, but it still has millions of admirers.","An Icon, Despite Itself","Arts","3M"
"95",5,"2009-04-12T05:35:21+0000","The glass Heinz Tomato Ketchup bottle may break the golden rule of good design, but it still has millions of admirers.","An Icon, Despite Itself","Culture","3M"
"96",6,"2009-08-21T14:26:00+0000","Central bankers from around the world are starting to focus on how to unwind the policies they used to fight the global financial crisis.","World Bankers Suggest Rebound May Have Begun","Business","3M"
"97",7,"2009-03-19T11:17:01+0000","","Hired to Salvage A.I.G., Liddy Becomes a Target","Business","3M"
"98",8,"2009-01-14T15:00:16+0000","","Parsing Yahoo: Carol Bartz Is Bona Fide","Business","3M"
"99",9,"2009-08-06T02:46:32+0000","Widely used rapid checks for the H1N1 virus — or any flu, for that matter — fail more than 50 percent of the time.","Quick Tests for the Flu Found Often Inaccurate","Business","3M"
"100",10,"2009-03-19T01:41:07+0000","Testifying before a House panel, Edward M. Liddy, the insurer’s chief, became a lightning rod for critics.","Hired to Salvage A.I.G., Liddy Becomes a Target","Business","3M"
"101",1,"2009-01-16T12:20:12+0000","","Yahoo’s New Chief Makes a Decisive First Appearance","Business","3M"
"102",2,"2009-01-16T02:51:50+0000","Carol Bartz delivered her first speech since she replaced Jerry Yang as Yahoo’s chief executive, offering the glimpse of a personality very different from Mr. Yang’s.","Yahoo’s New Chief Makes a Decisive First Appearance","Business","3M"
"103",3,"2009-01-16T05:00:00+0000","","Yahoo's new chief makes a decisive first appearance","IHT News","3M"
"104",4,"2009-01-26T17:42:51+0000","Webdenda.","People and Accounts of Note","Business","3M"
"105",5,"2009-03-21T20:58:52+0000","Pro sports were once thought to be more resistant than other industries to recessions, but this is no ordinary downturn.","In Economic Downturn, Corporate Ties Put Bind on Sports","Sports","3M"
"106",6,"2009-09-05T17:06:57+0000","Boeing says it is getting back on track on the 787 Dreamliner, which is two years late. The company says it outsourced too much.","A Dream Interrupted at Boeing","SundayBusiness","3M"
"107",1,"2010-12-26T00:39:09+0000","For all the inequities of America in 1956, economic equality seemed within reach, at least for the vast middle class.","Who Killed the Disneyland Dream?","Editorial","3M"
"108",2,"2010-08-30T23:25:51+0000","In purchasing Cogent, 3M hoped to tap into a $4 billion global biometric market that it said was projected to grow more than 20 percent annually.","3M Will Buy Cogent, Maker of Fingerprint ID Systems","Business","3M"
"109",3,"2010-07-28T03:18:20+0000","Originally intended for office use, Post-it Notes have found their way into the home and into popular culture.","Turning 30, an Office Product Works at Home","Business","3M"
"110",4,"2010-09-02T19:49:19+0000","Cogent shareholders may be unhappy about the price of 3M’s deal to buy the company, but the Deal Professor says that there are other interesting quirks that may be of concern as well.","The Strangeness of 3M’s Cogent Deal","Business","3M"
"111",5,"2010-08-31T11:40:39+0000","3M, the manufacturing conglomerate, says it has agreed to pay $230 million in cash for an Israeli company that makes technology used to keep track of people.","3M to Acquire People-Tracker","Business","3M"
"112",6,"2010-10-08T20:32:04+0000","3M received 52 percent of Cogent’s shares in its tender offer for the fingerprint identification company, despite opposition from some shareholders who thought 3M should make a higher bid than $10.50 a share.","3M Gains 52% of Cogent’s Stock","Business","3M"
"113",7,"2010-10-07T17:14:10+0000","The Deal Professor examines a court ruling that failed to block 3M’s tender offer for Cogent and whether 3M will succeed in getting a majority of the company’s shares when the offer expires at midnight.","Time Dwindles for 3M’s Offer for Cogent","Business","3M"
"114",8,"2010-09-09T13:07:07+0000","3M said Thursday that it had agreed to buy Arizant, which provides ways to warm patients to prevent hypothermia, for $810 million in cash.","3M Continues Deal Spree, Buying Arizant","Business","3M"
"115",9,"2010-08-30T12:01:00+0000","3M said Monday that it had agreed to buy Cogent, a maker of biometric recognition systems, for $10.50 per share in a deal worth $943 million.","3M to Buy Cogent Systems for $943 Million","Business","3M"
"116",10,"2010-10-01T12:05:32+0000","Cogent, the maker of fingerprint-identification systems that is being acquired by 3M, received a buyout bid of more than $1 billion from NEC, according to court papers.","NEC Made Higher Bid for Cogent Before 3M Deal","Business","3M"
"117",1,"2010-01-03T01:58:27+0000","SUNDAY BUSINESS.","Editors’ Note","Summary","3M"
"118",2,"2010-01-03T02:18:55+0000","Cases where ethics guidelines are not followed by freelancers occur with dismaying frequency.","Times Standards, Staffers or Not","Editorial","3M"
"119",3,"2010-04-22T21:36:18+0000","Hunter Public Relations is planning its first Bring Your Parents to Work Day, with a day-long schedule of events that include “P.R. 101”-style briefings on subjects like social media and brainstorming.","Parents, Meet My Job","Media","3M"
"120",4,"2010-10-25T03:53:22+0000","Reports will include existing home sales for September and corporate results from Ford, Procter & Gamble, Microsoft and Exxon Mobil.","Looking Ahead: Economic Reports This Week","Business","3M"
"121",5,"2010-07-07T22:17:43+0000","A guide to finding dentists who use 3-D imaging in making braces.","Where to Find High-Tech Braces","Styles","3M"
"122",6,"2010-01-11T21:32:20+0000","If you happen to be in Paris this week, it’s your last chance to see “Grandi Legni,” an exhibition of large-scale, mixed-media works.","Now Showing | Andrea Branzi","TStyle","3M"
"123",7,"2010-01-25T02:06:53+0000","Economic data, corporate earnings and meetings.","Looking Ahead","Business","3M"
"124",8,"2010-04-26T03:29:19+0000","Economic reports, corporate earnings and hearings this week in Washington.","Looking Ahead","Business","3M"
"125",9,"2010-01-22T23:29:17+0000","PC maker Hewlett-Packard is expected to add a mini projector to a laptop later this year.","Projecting a New Laptop","","3M"
"126",10,"2010-02-25T01:23:42+0000","Scientists have developed a prototype for a very strong tape based on the gecko.","A Sticky Little Lizard Inspires a New Adhesive Tape","Home","3M"
"127",1,"2010-10-18T18:05:39+0000","The Deal Professor examines 11 deals in the first half of October for signs of how the mergers and acquisition market will play out next year.","What Recent Deals May Say About M.&A.’s Future","Business","3M"
"128",2,"2010-10-25T15:47:43+0000","The company’s shares rose after it confirmed DealBook’s report of talks with the Carlyle Group. Analysts wrote that a deal makes sense, given CommScope’s positive business prospects.","CommScope Shares Pop Amid Carlyle Deal Talks","Business","3M"
"129",3,"2010-01-09T16:12:17+0000","The clear intent of the freelancers’ contract seems to be, “You will not accept anything of value not provided by The New York Times.” What payers are covered as “current or potential news sources”? Is there any person or organization that is not ...","Letters: Freelancers and Climate Change","","3M"
"130",4,"2010-03-26T21:19:59+0000","AT&T said Friday that it would take a $1 billion noncash accounting charge in the first quarter because of the health care overhaul and that it might cut benefits it offers to current and retired workers.","AT&T to Take $1 Billion Charge for Health Care","Business","3M"
"131",5,"2010-07-18T23:21:41+0000","Reports will include leading economic indicators for June, and corporate earnings from Goldman Sachs, McDonald’s, Apple and many other companies.","Economic Reports This Week","Business","3M"
"132",6,"2010-07-23T07:19:26+0000","Robust quarterly results from some of the nation’s bellwether companies galvanized Wall Street on Thursday.","Markets Sharply Higher on Earnings","Business","3M"
"133",7,"2010-07-22T13:42:47+0000","Investors focused on reports from a range of companies that are not seeing a slowdown in the recovery.","Markets Sharply Higher on Earnings","Business","3M"
"134",8,"2010-12-23T12:30:41+0000","With temperatures out of the triple digits, car enthusiasts in the Southwest herald the arrival of joyride season.","Contemporaries, Classics and Coffee in the Desert","","3M"
"135",9,"2010-09-20T22:01:47+0000","Safran’s chief executive said that the acquisition would increase revenue from its security businesses closer to the company’s 20 percent goal.","Safran to Buy Most of L-1 in Cash Deal","Business","3M"
"136",10,"2010-04-09T01:48:35+0000","BrandLab tries to expose minority students in Minneapolis and St. Paul to marketing and advertising jobs.","Selling Minority Students on a Career in Marketing","Business","3M"
"137",1,"2010-12-29T10:47:12+0000","Earbuds shape up with these after-market tips.","Looking For Better Sound? Here’s a Tip","","3M"
"138",2,"2010-12-24T19:08:34+0000","Two contestants on Fox’s “Million Dollar Money Drop,” who lost $800,000 on an answer that turned out to be correct, aren’t sure they’ll accept an invitation to return.","Right on the $800,000 Question, They Lost Anyway","Business","3M"
"139",3,"2010-01-06T17:47:23+0000","How has design become something that we speak about more and more?","For the Moment | Everyday Design","TStyle","3M"
"140",4,"2010-04-18T23:58:36+0000","Amazon, Microsoft, Google and others are now trying to rent large corporations the remote use of their technology infrastructure, but some concerns remain after a few cautious steps into cloud services.","Companies Slowly Join Cloud-Computing","Business","3M"
"141",5,"2010-03-30T00:28:49+0000","An association representing 300 large companies said a provision of the health overhaul would hurt profits.","Companies Push to Repeal Provision of Health Law","Business","3M"
"142",6,"2010-12-25T00:50:49+0000","Scott Augustine, who invented the Bair Hugger, which warms patients during operations, says the machine shouldn’t be used on those receiving implant devices like artificial heart valves.","Doctor Says a Device He Invented Poses Risks","Business","3M"
"143",7,"2010-07-07T21:17:01+0000","Three-dimensional imaging technology has been making gradual inroads in the world of orthodontics. ","Taking the Guesswork Out of Braces","Styles","3M"
"144",8,"2010-07-30T00:28:44+0000","Economists are tempering their outlook ahead of a report on Friday on the nation’s output in the second quarter.","Economists Expect Slower Growth in Second Half","Business","3M"
"145",9,"2010-04-13T12:44:50+0000","European and Asian shares fell after Alcoa missed earnings forecasts. Investors also continued to watch developments in Greece after a successful bond sale.","Trading Ends With a Modest Gain as Investors Digest Earnings Reports","Business","3M"
"146",10,"2010-03-30T13:22:54+0000","The latest batch of data on the housing market and consumer confidence provided some hope, but it also brought steep hurdles into focus. .","Wall Street Manages to Stay on Positive Side","Business","3M"
"147",1,"2010-04-13T12:44:50+0000","European and Asian shares fell after Alcoa missed earnings forecasts. Investors also continued to watch developments in Greece after a successful bond sale.","Trading Ends With a Modest Gain as Investors Digest Earnings Reports","Business","3M"
"148",2,"2010-03-30T13:22:54+0000","The latest batch of data on the housing market and consumer confidence provided some hope, but it also brought steep hurdles into focus. .","Wall Street Manages to Stay on Positive Side","Business","3M"
"149",3,"2010-04-14T09:33:58+0000","Wall Street traders took in the first batch of quarterly earnings reports on Tuesday, but nobody seemed quite sure what to make of the numbers, The New York Times reports.","A Modest Gain as Investors Digest Earnings Reports","Business","3M"
"150",4,"2010-09-20T11:11:53+0000","Safran, the French aerospace and defense systems company, said Monday that it would buy most of L-1 Identity Solutions, a United States company that specializes in biometrics, for $1.1 billion in the latest sign of consolidation in the sector.","Safran to Buy Biometric Firm L-1, With BAE’s Help","Business","3M"
"151",5,"2010-10-01T12:13:55+0000","Shares wandered a bit as traders parsed through a series of economic reports on Friday.","Remarks by Fed Officials Give Wall Street a Lift","Business","3M"
"152",6,"2010-05-10T19:14:05+0000","Federal regulators said Monday that the major stock exchanges had agreed in principle to a uniformed system that would allow for a controlled slowdown during volatile trading.","Exchanges Agree in Principle on New Trading Rules","Business","3M"
"153",7,"2010-07-13T12:03:59+0000","Shares ended sharply higher, propelled by a strong start to earnings season.","6-Day Winning Streak for U.S. Indexes","Business","3M"
"154",8,"2010-07-14T08:30:56+0000","Stock indexes in the United States rose for a sixth consecutive session on Tuesday, propelled by a strong start to the corporate earnings season.","6-Day Winning Streak for U.S. Indexes","Business","3M"
"155",9,"2010-04-27T12:26:09+0000","Financial markets were rocked on Tuesday after Greece’s credit rating was slashed to junk status.","Stocks Drop Nearly 2 Percent After Greek Debt Is Downgraded","Business","3M"
"156",10,"2010-10-14T19:16:59+0000","The Deal Professor examines how a tender offer provides greater flexibility at the end stage of a deal over a merger.","Behind the Growing Number of Tender Offers","Business","3M"
"157",1,"2010-07-19T12:32:26+0000","Most bank shares turned higher in afternoon trading, offsetting some concerns about housing.","Investors Study Earnings for Clues About the Economy","Business","3M"
"158",2,"2010-05-07T09:16:30+0000","After great pain, the formal statements come. Regulators, stock exchanges, banks and senators rushed to address the causes and possible solutions of Thursday’s show-stopping market volatility in the wake of its 1,000-point drop and rapid, partial ...","Market Madness: A Post-Mortem","Business","3M"
"159",3,"2010-07-20T08:41:39+0000","Technology, utilities and energy stocks rose on Monday, helping the broader markets climb after Friday’s steep decline.","Investors Study Earnings for Economic Clues","Business","3M"
"160",4,"2010-05-08T21:37:54+0000","New miniature projectors may soon be showing up in video games, robotics and even the corner bar.","The Ever-Widening World of Tiny Projectors","SundayBusiness","3M"
"161",5,"2010-06-04T12:08:29+0000","The markets skidded, as the latest unemployment figures raised concerns about the strength of the recovery.","U.S. Indexes Fall Sharply on Jobs Data","Business","3M"
"162",6,"2010-12-10T20:12:54+0000","Theresa and Mariangela Petrone, in their Arthur Avenue gift shop, debate bow quality and reveal the secret of the crease.","Masters of Wrap and Ribbon, and of the Sisterly Jab","Metro","3M"
"163",7,"2010-06-07T04:56:00+0000","Stocks tumbled Friday in one of their sharpest declines this year, leaving the Dow Jones industrial average firmly below 10,000, as a disappointing jobs report cast a pall over the nation’s economic recovery, The New York Times reported.","U.S. Indexes Fall Sharply on Jobs Data","Business","3M"
