"","id","created_time","snippet","headline","news_desk","company_name"
"23",3,"2008-09-27T01:36:15+0000","The markets may not be as panicked as they were last week, but with every passing day, the situation is getting increasingly dangerous.","Markets Can’t Wait for Congress to Act","Business","Goldman Sachs"
"24",4,"2008-09-24T04:00:00+0000","Warren Buffett said his Berkshire Hathaway would buy $5 billion in preferred shares of Goldman Sachs, heartening investors.","Buffett Invests in Goldman","Business","Goldman Sachs"
"25",5,"2008-09-25T03:44:02+0000","Rivals of Goldman Sachs and Morgan Stanley shouldn’t expect relief soon. Neither should their shareholders.","Life on Wall St., but Not for All","Business","Goldman Sachs"
"26",6,"2008-09-25T02:02:56+0000","The federal government should follow the example of investment set by Warren Buffett.","Could Warren Buffett Negotiate a Better Deal for Taxpayers?","Business","Goldman Sachs"
"27",7,"2008-09-23T22:02:08+0000","Warren E. Buffett’s announcement that his Berkshire Hathaway would buy $5 billion in preferred shares of Goldman Sachs heartened investors.","Buffett Deal at Goldman Seen as a Sign of Confidence","Business","Goldman Sachs"
"28",8,"2008-09-25T23:22:03+0000","Religious leaders have joined the chorus of Europeans criticizing American-style capitalism, which Continental politicians have cited as a root cause of the global financial crisis.","Criticizing Capitalism From the Pulpit","Business","Goldman Sachs"
"29",9,"2008-09-25T23:35:32+0000","Washington Mutual was seized by federal regulators in what is the largest bank failure in American history.","Government Seizes WaMu and Sells Some Assets","Business","Goldman Sachs"
"30",10,"2008-09-22T01:35:08+0000","The change to Goldman Sachs and Morgan Stanley, the last two independent investment banks, fundamentally alters the landscape of Wall Street.","Goldman, Morgan to Be Bank Holding Companies","None","Goldman Sachs"
"31",1,"2008-09-22T03:35:48+0000","Goldman Sachs and Morgan Stanley will transform themselves into bank holding companies subject to greater regulation.","Shift for Goldman and Morgan Marks the End of an Era","Business","Goldman Sachs"
"32",2,"2008-09-23T02:17:47+0000","As Morgan Stanley and Goldman Sachs restructure as regulated bank holding companies, Wall Street will be an arena of greater stability and smaller profits.","Last Two Big Investment Banks Reinvent Their Businesses","Business","Goldman Sachs"
"33",3,"2008-09-23T01:31:30+0000","The joint surrender of Goldman Sachs and Morgan Stanley signals the start of a period of subdued activity in the city’s financial sector, experts said.","Experts See a More Subdued Period Ahead for New York’s Economy","Metro","Goldman Sachs"
"34",4,"2008-09-23T02:30:33+0000","In many ways, these small and midsize firms look like the Wall Street of old, before firms took on large amounts of leverage and began trading aggressively.","As the Giants of Wall Street Topple, Smaller, Nimbler Rivals Move In","Business","Goldman Sachs"
"35",5,"2008-09-20T02:23:54+0000","Short-term gainers are clear, judging by the market reaction, but it will take time to determine who the survivors are.","Details of a Rescue Plan Are Unclear, but Some Already Benefit","Business","Goldman Sachs"
"36",6,"2008-09-18T01:31:37+0000","Morgan Stanley and Goldman Sachs were thought to be in a separate class from weaker banks like Bear Stearns.","As Fears Grow, Wall St. Titans See Shares Fall","Business","Goldman Sachs"
"37",7,"2008-09-20T02:09:47+0000","Unlike the crisis 100 years ago, today’s troubles are far more complicated and widespread.","New Investment Strategies Compound a Fiscal Crisis","Business","Goldman Sachs"
"38",8,"2008-09-20T01:20:40+0000","The solution proposed by the Treasury, like the football play, is not very likely to succeed.","Hoping a Hail Mary Pass Connects","Business","Goldman Sachs"
"39",9,"2008-09-16T12:51:04+0000","Goldman Sachs posted quarterly profit that beat analysts’ expectations, while Morgan Stanley reported profit that was even stronger than Goldman’s.","Goldman Posts Profit, and Morgan Follows Suit","Business","Goldman Sachs"
"40",10,"2008-09-18T21:10:01+0000","A backlash against short sellers has begun, with regulators in the U.S. and Britain tightening rules and authorities in New York intensifying investigations.","A Bid to Curb Profit Gambit as Banks Fall","Business","Goldman Sachs"
"41",1,"2008-08-25T01:17:08+0000","Little attention has been paid to the 43-story Goldman Sachs headquarters where 11,000 people will be working next year.","A New Goldman Sachs Headquarters Sneaks Into the Lower Manhattan Skyline","Metro","Goldman Sachs"
"42",2,"2008-09-16T01:42:34+0000","Wall Street has gone through tough times before, but some doubt the likelihood of a quick rebound this time.","A Sense That Wall St.’s Boom Times Are Over","Business","Goldman Sachs"
"43",3,"2008-09-16T23:23:00+0000","Fearing a financial crisis, the Fed reversed course and agreed to bail out A.I.G. in the central bank’s most radical intervention.","Fed’s $85 Billion Loan Rescues Insurer","Business","Goldman Sachs"
"44",4,"2008-09-16T01:52:02+0000","Investors suffered their worst losses since the terrorist attacks of 2001, and government officials raced to prevent the financial crisis from spreading.","Wall St. in Worst Loss Since ’01 Despite Reassurances by Bush","Business","Goldman Sachs"
"45",5,"2008-09-14T21:45:35+0000","With investments banks struggling to recover from credit-related losses, there will be much interest in earnings reports from Goldman Sachs and Morgan Stanley.","Major Economic Reports for the Week","Business","Goldman Sachs"
"46",6,"2008-09-15T17:20:22+0000","A.I.G. raced to arrange a $75 billion line of credit after credit agencies cut their ratings on its debt.","A Race for Cash at A.I.G. as Ratings Are Downgraded","Business","Goldman Sachs"
"47",7,"2008-08-27T03:24:09+0000","Governments are overcoming their wariness of private funds as they struggle to finance public improvements.","Cities Debate Privatizing Public Infrastructure","Business","Goldman Sachs"
"48",8,"2008-08-21T19:39:30+0000","Merrill Lynch, Goldman Sachs and Deutsche Bank will soon buy back at least $12.5 billion in auction-rate securities and pay fines as part of separate settlements reached with New York regulators.","Three Banks Settle Cases Over Bonds","Business","Goldman Sachs"
"49",9,"2008-08-19T03:13:21+0000","The Goldman Sachs Group completed an investment in the First Marblehead Corporation, a student-loan finance company, and the lender’s chief executive resigned.","First Marblehead Stock Surges After Financing Is Set","Business","Goldman Sachs"
"50",10,"2008-06-28T04:00:00+0000","Higher refinancing costs may leave American home builders, including D. R. Horton and Lennar, the two largest, with negative cash flow in 2009.","Goldman Sachs Sees More Pain for Home Builders","Business","Goldman Sachs"
"51",1,"2008-08-19T02:10:39+0000","Do you remember a time, only a short while ago, when virtually anybody could start a hedge fund? It seemed so easy: billions of dollars were being thrown around like confetti.","Running a Hedge Fund Is Harder Than It Looks on TV","Business","Goldman Sachs"
"52",2,"2008-10-09T15:57:20+0000","Finance | The links below give a sense of how a conspiracy theory sustains itself. The “conspiracy” is the Goldman Sachs world takeover (through Henry Paulson and a cast of many). It’s not a new idea, and of course there are circumstantial facts. ...","The Goldman Sachs ‘Conspiracy’","","Goldman Sachs"
"53",3,"2008-06-18T04:00:00+0000","Goldman, the investment bank that has suffered the least from the tight credit market, reported quarterly earnings of $2.051 billion on Tuesday, topping Wall Street expectations.","With a Modest Decline in Profit, Goldman Sachs Outshines Rivals Again","Business","Goldman Sachs"
"54",4,"2008-03-08T05:00:00+0000","The investment bank announced its two co-presidents would receive $67.5 million each, a 27 percent pay increase.","Hefty Raises at Goldman Sachs","Business","Goldman Sachs"
"55",5,"2008-09-16T18:04:28+0000","","Goldman Sachs: Happy to Be Bankless","Business","Goldman Sachs"
"56",6,"2008-05-21T05:00:00+0000","","Goldman Sachs's oracle of oil","IHT News","Goldman Sachs"
"57",7,"2008-01-03T17:59:34+0000","","Goldman Sachs, the Unstoppable Deal Machine","Business","Goldman Sachs"
"58",8,"2008-06-29T05:00:00+0000","","Mittal joins Goldman Sachs board","IHT News","Goldman Sachs"
"59",9,"2008-04-26T04:00:00+0000","Daniel L. Sparks, head of Goldman Sachs’s mortgage division, is leaving after a successful bet on the declining value of subprime home loans helped the company produce record earnings last year.","Top Mortgage Executive Is Leaving Goldman Sachs","Business","Goldman Sachs"
"60",10,"2008-11-12T12:31:12+0000","Goldman Sachs has recently bought pieces of two carbon-offset companies, in the latest sign of investment banks’ interest in the area.","Goldman Sachs Buys Into Carbon Offsets","","Goldman Sachs"
"61",1,"2008-10-10T17:28:20+0000","","Goldman Sachs Takes on ‘Dr. Doom’","Business","Goldman Sachs"
"62",2,"2008-08-12T15:19:32+0000","Two analysts on Tuesday lowered their third-quarter earnings estimates for Goldman Sachs, the investment bank led by Lloyd Blankfein that has seemed to whistle past the recent credit crisis.","Is Goldman Sachs Losing Its Halo?","Business","Goldman Sachs"
"63",3,"2008-10-29T16:46:34+0000","","Goldman Sachs Names 94 Partners","Business","Goldman Sachs"
"64",4,"2008-11-17T05:00:00+0000","","No bonuses for 7 senior executives at Goldman Sachs","IHT News","Goldman Sachs"
"65",5,"2008-01-08T05:00:00+0000","","Goldman Sachs to buy stake in Chinese shipbuilder","IHT News","Goldman Sachs"
"66",6,"2008-02-27T12:12:00+0000","","Goldman Sachs Names 2 Vice Chairmen","Business","Goldman Sachs"
"67",7,"2008-11-17T23:13:27+0000","","Now Bernstein Sees a Loss at Goldman Sachs","Business","Goldman Sachs"
"68",8,"2008-12-16T05:00:00+0000","","Goldman Sachs posts $2.12 billion loss","IHT News","Goldman Sachs"
"69",9,"2008-10-13T21:31:27+0000","Goldman Sachs, the financial company long known for investment banking has applied for a New York State bank charter, Gov. David A. Paterson announced on Monday.","Goldman Sachs Seeks N.Y. Bank Charter","Business","Goldman Sachs"
"70",10,"2008-02-06T12:21:21+0000","","Massachusetts Pension Fund Fires Goldman Sachs","Business","Goldman Sachs"
"71",1,"2008-09-24T05:00:00+0000","","Goldman Sachs to get $5 billion from Buffett","IHT News","Goldman Sachs"
"72",2,"2008-10-13T05:00:00+0000","","Goldman Sachs seeks New York bank charter","IHT News","Goldman Sachs"
"73",3,"2008-01-09T05:00:00+0000","","U.S. headed into recession, Goldman Sachs says","IHT News","Goldman Sachs"
"74",4,"2008-05-16T05:00:00+0000","","Oil surges on bullish Goldman Sachs estimate","IHT News","Goldman Sachs"
"75",5,"2008-01-29T05:00:00+0000","","Goldman Sachs and Morgan Stanley under investigation","IHT News","Goldman Sachs"
"76",6,"2008-12-16T05:00:00+0000","","Goldman Sachs reports $2.1 billion quarterly loss","IHT News","Goldman Sachs"
"77",7,"2008-12-16T05:00:00+0000","","Goldman Sachs posts $2.1 billion quarterly loss","IHT News","Goldman Sachs"
"78",8,"2008-04-03T11:13:55+0000","","Goldman Sachs Said to Take Stake In Claren Road","Business","Goldman Sachs"
"79",9,"2008-06-17T05:00:00+0000","","Goldman Sachs tops Wall Street's lowered expectations","IHT News","Goldman Sachs"
"80",10,"2008-09-16T05:00:00+0000","","Goldman Sachs posts lower profit as revenue plunges","IHT News","Goldman Sachs"
"81",1,"2008-06-17T05:00:00+0000","","Goldman Sachs tops Wall Street's lowered expectations","IHT News","Goldman Sachs"
"82",2,"2008-09-28T05:00:00+0000","","The end of a Wall Street era, even at Goldman Sachs","IHT News","Goldman Sachs"
"83",3,"2008-06-19T05:00:00+0000","","Libya hires Goldman Sachs for advice on oil production","IHT News","Goldman Sachs"
"84",4,"2008-06-17T05:00:00+0000","","Goldman Sachs tops Wall Street's lowered expectations","IHT News","Goldman Sachs"
"85",5,"2008-11-10T21:39:36+0000","","Goldman Sachs Lays Off 13 Analysts Including Tanona","Business","Goldman Sachs"
"86",6,"2008-11-06T12:25:39+0000","","Goldman Sachs Laid Off Thousands This Week, Report Says","Business","Goldman Sachs"
"87",7,"2008-03-05T05:00:00+0000","","Goldman Sachs to spend $100 million teaching women in Third World","IHT News","Goldman Sachs"
"88",8,"2008-04-11T05:00:00+0000","","Blankfein, Goldman Sachs chief, says credit crisis in late stages","IHT News","Goldman Sachs"
"89",9,"2008-09-16T05:00:00+0000","","Goldman Sachs posts 70 percent slide in third-quarter earnings","IHT News","Goldman Sachs"
"90",10,"2008-09-18T05:00:00+0000","","Morgan Stanley weighs merger, and Goldman Sachs comes under pressure","IHT News","Goldman Sachs"
"91",1,"2008-07-27T04:00:00+0000","The Treasury secretary, Henry M. Paulson Jr., preached against “excessive regulation.” But he now finds himself leading an expansive government intervention.","Can Hank Paulson Defuse This Crisis?","SundayBusiness","Goldman Sachs"
"92",2,"2008-07-28T04:00:00+0000","Aviv Nevo took a modest inheritance and parlayed it into a fortune by investing in media and Internet companies.","A Media Powerhouse Everyone and Nobody Knows","Business","Goldman Sachs"
"93",3,"2008-07-18T04:00:00+0000","Samuel Israel III bilked his investors out of $450 million, but they are hoping to recoup some of their money from one of Wall Street’s deepest pockets: Goldman Sachs.","Defrauded Fund Investors Sue Goldman","Business","Goldman Sachs"
"94",4,"2008-12-16T15:07:53+0000","Even the firm hailed for its navigation through the credit crunch proved unable to continue dodging the ongoing turmoil.","Goldman Sachs Reports $2.1 Billion Quarterly Loss","None","Goldman Sachs"
"95",5,"2008-06-30T04:00:00+0000","Lakshmi N. Mittal joined the board of Goldman Sachs as an independent director, a move that underscores the growing importance of the developing world for Wall Street’s behemoths.","New Board Member Reflects Global Influence on Goldman","Business","Goldman Sachs"
"96",6,"2008-07-01T04:00:00+0000","The real core of Barack Obama’s financial support are not just small donors but the rising class of information age analysts.","Obama’s Money Class","Editorial","Goldman Sachs"
"97",7,"2008-06-16T04:00:00+0000","Since last July, seven of the nation’s largest financial companies lost almost half of the combined profits they had made between early 2004 and mid-2007.","Nearly Half of Wall St. Bank Profits Are Gone","Business","Goldman Sachs"
"98",8,"2008-09-24T22:12:23+0000","To the Editor:.","Bailout Mood: The Bulls and the Bears","Letters","Goldman Sachs"
"99",9,"2008-06-09T04:00:00+0000","The Treasury’s schedule of financing included the auction of new three- and six-month bills, auctions of four-week bills, and the auction of 10-year notes.","Treasury Auctions Set for This Week","Business","Goldman Sachs"
"100",10,"2008-06-04T04:00:00+0000","Expertise can be more important than cash when it comes to winning investments in China, managers of four of the world’s biggest buyout firms said.","Expertise Called Crucial to China Deals","Business","Goldman Sachs"
"101",1,"2008-05-13T04:00:00+0000","City and state officials have begun talks with Goldman Sachs in the hope of negotiating a new agreement that would avoid hefty penalties for delays in rebuilding at the World Trade Center site.","Negotiations Under Way to Ease Ground Zero Deal","Metro","Goldman Sachs"
"102",2,"2008-11-29T01:33:52+0000","Pleasing description of the much-speculated-upon Goldman Sachs–Citigroup merger.","Sachs and the Citi","","Goldman Sachs"
"103",3,"2008-12-01T12:04:51+0000","","Goldman Gets N.Y. Banking License","Business","Goldman Sachs"
"104",4,"2008-05-29T04:00:00+0000","Michael Iavarone has presented himself as a “high-profile investment banker,” but he has misstated his work history and has been fined for making unauthorized trades.","Big Brown Owner Is Trying to Put Troubles Behind","Sports","Goldman Sachs"
"105",5,"2008-11-11T21:44:29+0000","","Another Bear, and a Bull, on Goldman’s Prospects","Business","Goldman Sachs"
"106",6,"2008-11-17T13:01:39+0000","","No Bonuses for 7 Senior Executives at Goldman","Business","Goldman Sachs"
"107",7,"2008-07-07T10:51:39+0000","","Goldman Opens Toronto Hedge Fund Office","Business","Goldman Sachs"
"108",8,"2008-09-29T11:04:24+0000","","The End of an Era, Even at Goldman","Business","Goldman Sachs"
"109",9,"2008-06-30T11:47:41+0000","","New Board Member Reflects Global Influence on Goldman","Business","Goldman Sachs"
"110",10,"2008-10-20T11:48:12+0000","Goldman’s presence in the department and around the federal response to the financial crisis is so ubiquitous that other bankers and competitors have given the star-studded firm a new nickname: Government Sachs.","The Guys From ‘Government Sachs’","Business","Goldman Sachs"
"111",1,"2008-12-16T16:12:49+0000","The first losing quarter since Goldman went public in 1999 showed that even some of Wall Street’s most skilled operators have been hurt by the global turmoil.","Goldman Sachs Reports $2.1 Billion Quarterly Loss","Business","Goldman Sachs"
"112",2,"2008-11-29T02:03:18+0000","Goldman Sachs Group won approval for a New York State banking license to transform into a bank holding company and take deposits.","Goldman Sachs Gets N.Y. Banking License","Business","Goldman Sachs"
"113",3,"2008-12-25T19:07:15+0000","Corporations like Goldman Sachs have begun to take more seriously the economic power of women, especially in emerging markets.","Businesses See Opportunity in Empowering Women","Business","Goldman Sachs"
"114",4,"2008-12-15T01:23:02+0000","One of Wall Street’s top firms is expected to post a loss this week, and some wonder if it can ever recapture its former glory.","Goldman Is Expected to Report an End to a Profitable Run","Business","Goldman Sachs"
"115",5,"2008-12-01T05:17:41+0000","After three years at Goldman Sachs, James H. M. Sprayregen will return to Kirkland & Ellis, the law firm where he spent 16 years advising companies on bankruptcy matters.","Bankruptcy Lawyer Leaves Goldman for Law Firm","Business","Goldman Sachs"
"116",6,"2008-11-17T02:35:38+0000","The decision, requested by the bank’s executives, is likely to put heavy pressure on Goldman Sachs’s competitors to take similar action.","No Bonuses for 7 Senior Executives at Goldman","Business","Goldman Sachs"
"117",7,"2008-11-20T04:16:22+0000","If our tests mimic the real world, then higher bonuses may not only cost employers more but also discourage executives from working to the best of their ability.","What’s the Value of a Big Bonus?","OpEd","Goldman Sachs"
"118",8,"2008-11-17T19:22:30+0000","The Swiss banking giant joined Goldman Sachs in saying that its top executives would get no bonus this year as public scrutiny of bankers’ compensation intensified.","No Bonuses for Top Executives at UBS","Business","Goldman Sachs"
"119",9,"2008-11-04T23:41:36+0000","A former Goldman Sachs analyst convicted of running a $6.7 million insider-trading ring has gone missing and may have fled the United States.","Insider-Trading Mastermind May Have Fled U.S.","Business","Goldman Sachs"
"120",10,"2008-10-30T00:52:36+0000","Goldman Sachs named 94 new partners, including one of its top economists and one of its key executives in India, down from 115 employees promoted two years ago.","Fewer Rise to Partner as Goldman Is Reshaped","Business","Goldman Sachs"
"121",1,"2008-10-30T00:15:42+0000","Goldman Sachs is naming just 94 of its staff to be partners, down from 115 lucky souls two years ago.","How Goldman Will Keep Its Elite","Business","Goldman Sachs"
"122",2,"2008-10-13T20:04:43+0000","The charter would set it apart from its top competitors, who operate under a national banking charter.","Goldman Sachs Seeks New York Bank Charter","Business","Goldman Sachs"
"123",3,"2008-10-23T23:26:35+0000","Goldman Plays.","Goldman Plays Job Cut Catch-Up","Business","Goldman Sachs"
"124",4,"2008-10-18T01:00:55+0000","Alumni of the Treasury chief’s old firm, Goldman Sachs, are key to the federal response to the financial crisis.","The Guys From ‘Government Sachs’","SundayBusiness","Goldman Sachs"
"125",5,"2008-10-12T04:00:00+0000","Why has Goldman Sachs survived as its peers crumble around it? In this corporate history, Charles D. Ellis credits its culture.","Rich Bank, Poor Bank","BookReview","Goldman Sachs"
"126",6,"2008-10-11T23:59:23+0000","How Stuart Sternberg, the former Goldman Sachs partner and Tampa Bay Rays’ principal owner, has helped turn his team around.","Fan Exits Wall Street, and the Rays Profit","Sports","Goldman Sachs"
"127",7,"2008-10-06T22:29:41+0000","Byron Trott, the vice chairman of investment banking at Goldman Sachs, is perhaps the only banker Warren E. Buffett will take calls from.","When This Banker Talks, Even Buffett Listens","SpecialSections","Goldman Sachs"
"128",8,"2008-09-27T17:22:46+0000","For most of the financiers who remain, with the exception of a few superstars, the days of easy money and supersized bonuses are behind them.","Wall Street, R.I.P.: The End of an Era, Even at Goldman","SundayBusiness","Goldman Sachs"
"129",9,"2008-09-27T18:09:14+0000","An exploration of A.I.G.’s demise offers insights into the virally connected financial world that is now imploding.","Behind Insurer’s Crisis, Blind Eye to a Web of Risk","National","Goldman Sachs"
"130",10,"2008-09-27T21:24:37+0000","The death of Wall Street began when the firms moved away from their original reason for being: providing capital to American business.","The Lost Tycoons","OpEd","Goldman Sachs"
"131",1,"2008-09-26T15:46:20+0000","As the crisis unfolded, the Web sites of troubled financial institutions seemed oblivious.","Shiny Happy Bankers","Magazine","Goldman Sachs"
"132",2,"2008-09-26T22:50:44+0000","The commission’s chairman, a deregulation proponent, ended a voluntary supervision program for Wall Street.","S.E.C. Concedes Oversight Flaws Fueled Collapse","Business","Goldman Sachs"
"133",3,"2008-09-24T04:00:00+0000","Warren Buffett said his Berkshire Hathaway would buy $5 billion in preferred shares of Goldman Sachs, heartening investors.","Buffett Invests in Goldman","Business","Goldman Sachs"
"134",4,"2008-09-27T01:36:15+0000","The markets may not be as panicked as they were last week, but with every passing day, the situation is getting increasingly dangerous.","Markets Can’t Wait for Congress to Act","Business","Goldman Sachs"
"135",5,"2008-09-25T03:44:02+0000","Rivals of Goldman Sachs and Morgan Stanley shouldn’t expect relief soon. Neither should their shareholders.","Life on Wall St., but Not for All","Business","Goldman Sachs"
"136",6,"2008-09-25T02:02:56+0000","The federal government should follow the example of investment set by Warren Buffett.","Could Warren Buffett Negotiate a Better Deal for Taxpayers?","Business","Goldman Sachs"
"137",7,"2008-09-23T22:02:08+0000","Warren E. Buffett’s announcement that his Berkshire Hathaway would buy $5 billion in preferred shares of Goldman Sachs heartened investors.","Buffett Deal at Goldman Seen as a Sign of Confidence","Business","Goldman Sachs"
"138",8,"2008-09-25T23:22:03+0000","Religious leaders have joined the chorus of Europeans criticizing American-style capitalism, which Continental politicians have cited as a root cause of the global financial crisis.","Criticizing Capitalism From the Pulpit","Business","Goldman Sachs"
"139",9,"2008-09-25T23:35:32+0000","Washington Mutual was seized by federal regulators in what is the largest bank failure in American history.","Government Seizes WaMu and Sells Some Assets","Business","Goldman Sachs"
"140",10,"2008-09-22T01:35:08+0000","The change to Goldman Sachs and Morgan Stanley, the last two independent investment banks, fundamentally alters the landscape of Wall Street.","Goldman, Morgan to Be Bank Holding Companies","None","Goldman Sachs"
"141",1,"2008-09-22T03:35:48+0000","Goldman Sachs and Morgan Stanley will transform themselves into bank holding companies subject to greater regulation.","Shift for Goldman and Morgan Marks the End of an Era","Business","Goldman Sachs"
"142",2,"2008-09-23T02:17:47+0000","As Morgan Stanley and Goldman Sachs restructure as regulated bank holding companies, Wall Street will be an arena of greater stability and smaller profits.","Last Two Big Investment Banks Reinvent Their Businesses","Business","Goldman Sachs"
"143",3,"2008-09-23T01:31:30+0000","The joint surrender of Goldman Sachs and Morgan Stanley signals the start of a period of subdued activity in the city’s financial sector, experts said.","Experts See a More Subdued Period Ahead for New York’s Economy","Metro","Goldman Sachs"
"144",4,"2008-09-23T02:30:33+0000","In many ways, these small and midsize firms look like the Wall Street of old, before firms took on large amounts of leverage and began trading aggressively.","As the Giants of Wall Street Topple, Smaller, Nimbler Rivals Move In","Business","Goldman Sachs"
"145",5,"2008-09-20T02:23:54+0000","Short-term gainers are clear, judging by the market reaction, but it will take time to determine who the survivors are.","Details of a Rescue Plan Are Unclear, but Some Already Benefit","Business","Goldman Sachs"
"146",6,"2008-09-18T01:31:37+0000","Morgan Stanley and Goldman Sachs were thought to be in a separate class from weaker banks like Bear Stearns.","As Fears Grow, Wall St. Titans See Shares Fall","Business","Goldman Sachs"
"147",7,"2008-09-20T02:09:47+0000","Unlike the crisis 100 years ago, today’s troubles are far more complicated and widespread.","New Investment Strategies Compound a Fiscal Crisis","Business","Goldman Sachs"
"148",8,"2008-09-20T01:20:40+0000","The solution proposed by the Treasury, like the football play, is not very likely to succeed.","Hoping a Hail Mary Pass Connects","Business","Goldman Sachs"
"149",9,"2008-09-16T12:51:04+0000","Goldman Sachs posted quarterly profit that beat analysts’ expectations, while Morgan Stanley reported profit that was even stronger than Goldman’s.","Goldman Posts Profit, and Morgan Follows Suit","Business","Goldman Sachs"
"150",10,"2008-09-18T21:10:01+0000","A backlash against short sellers has begun, with regulators in the U.S. and Britain tightening rules and authorities in New York intensifying investigations.","A Bid to Curb Profit Gambit as Banks Fall","Business","Goldman Sachs"
"151",1,"2008-08-25T01:17:08+0000","Little attention has been paid to the 43-story Goldman Sachs headquarters where 11,000 people will be working next year.","A New Goldman Sachs Headquarters Sneaks Into the Lower Manhattan Skyline","Metro","Goldman Sachs"
"152",2,"2008-09-16T01:42:34+0000","Wall Street has gone through tough times before, but some doubt the likelihood of a quick rebound this time.","A Sense That Wall St.’s Boom Times Are Over","Business","Goldman Sachs"
